item_name,price,description,dietery,features,rating
Paneer Kolhapuri.,399,Chunks of boneless grilled chicken cooked in a smooth buttery & creamy tomato based gravy. Serve with Onions,Veg,[],3.8
Chicken Handi,499,Serve with Onions,Veg,[],4.4
Chicken Khurchan,499,"Our signature style chicken tikka masala recipe is brimming with bright flavors from the spiced tomato onion curry sauce and delightfully marinated chicken. While this dish may be considered a labor of love, the time and effort are well worth it!",Veg,[],4.5
Chicken Makhani,499,"Traditional Indian dish prepared with flavorful almond curry made with tomato paste, plenty of spices and cream.",Veg,[],4.2
Peshawari Chicken Tangdi Masala,549,Serve with Onions,Veg,[],4.3
Kadai Chicken,349,A flavor-packed combo of delectable chicken masala served with choice between rice or roti and salad. (Serves 2-3).,Veg,[],4.0
Chicken Tikka Lababdar,449,A flavor packed preparation with assorted veggies and chicken cooked in a perfectly seasoned onion & tomato gravy.,Veg,[],4.2
Chicken Kolhapuri,449,"Much loved recipe of mutton morsels cooked in freshly ground spice blend, immaculately cooked, and simmered to perfection. Best savoured with jeera rice or roti.",Veg,[],3.7
Chicken Kalimirch,499,"Comes with SALAD | 2 pieces | Much loved recipe of mutton morsels cooked in freshly ground spice blend, immaculately cooked, and simmered to perfection. Best savoured with rice or roti | | Served as Semi-gravy |",Veg,[],3.8
Chicken Rogan Josh,499,Comes with SALAD | 2 pieces | A flavor-packed preparation with assorted veggies and mutton cooked in a perfectly seasoned onion-tomato gravy | | Served as Semi-gravy |,Veg,[],4.3
Rara Chicken,499,Marinated mutton pieces sauteed with Indian style masala paste and finished inside a handi.,Veg,[],4.1
Butter Chicken,350,"Comes with SALAD | Spicy and flavorful mutton mince with liver, cooked to a rich finish.",Veg,[],4.0
Chicken Do Pyaza,399,Mutton korma is a typical mutton curry which is made of mildly spiced or fiery gravy.,Veg,[],4.9
Chicken Tikka Masala,399,"Full, Serve 2-3",Veg,[],4.8
Chicken Korma,399,"Full, Serve 2-3",Veg,[],4.4
Chicken Panjabi,399,"Full, Serve 2-3",Veg,[],4.4
Chicken Masala.,349,Serve with Chutni & Onion,Veg,[],4.3
Chicken Curry,349,Serve with Chutni & Onion,Non Veg,[],4.3
Mutton Rogan Josh,499,"Whole wheat flatbread cooked on a hot griddle, soft and fluffy.",Non Veg,[],4.1
Mutton Do Pyaza,299,Soft whole wheat flatbread cooked on a griddle and brushed with butter.,Non Veg,[],4.1
Kadai Mutton,299,"Rich, stuffed paratha with a savory filling, fried to a golden crisp.",Non Veg,[],4.1
Mutton Handi,549,"Soft, leavened flatbread baked in a tandoor and brushed with butter.",Non Veg,[],4.2
Keema Kaleji,299,Whole wheat flatbread baked in a tandoor and brushed with butter.,Non Veg,[],4.6
Mutton Korma,299,"Whole wheat flatbread stuffed with spiced fillings, cooked on a griddle.",Non Veg,[],4.0
Rara Meat,499,"Soft, leavened flatbread, perfect with any curry or gravy.",Non Veg,[],2.4
Bhuna Gosht,499,"Naan stuffed with savory fillings like paneer, potatoes, or vegetables.",Non Veg,[],4.2
Keema Mutter,431,"Layered, flaky whole wheat flatbread, crispy and delightful.",Non Veg,[],5.0
Home Made Fish Curry Full (8Pcs),526,"Layered flatbread flavored with fresh mint leaves, offering a unique taste.",Non Veg,[],4.2
Fish Tikka Butter Masala Full (8Pcs),526,Traditional Indian flatbread made with gram flour and spices.,Non Veg,[],4.8
Tawa Roti,18,Enhanced version of missi roti with added spices and herbs for extra flavor.,Non Veg,[],4.2
Tawa Butter Roti,21,"Soft leavened bread stuffed with spiced mashed potatoes, baked to perfection.",Non Veg,[],3.8
Mughlai Paratha,40,"Leavened bread filled with spiced onions, baked and slightly crispy.",Non Veg,[],3.0
Butter Naan,99,"Naan stuffed with a mix of spiced vegetables, baked in a tandoor.",Non Veg,[],4.0
Tandoori Butter Roti,38,"Soft, leavened bread filled with spiced paneer, a perfect side dish.",Non Veg,[],3.9
Stuff Paratha (1 Pc),84,"Whole wheat flatbread baked in a tandoor, crispy and flavorful.",Non Veg,[],4.4
Plain Naan,74,"Full, Serve 2",Non Veg,[],3.8
Stuff Naan,110,Aromatic rice cooked in a tempering of cumin and whole spices.,Non Veg,[],4.8
Lachha Paratha,85,Long grain fluffy rice boiled to perfection can be paired with any choice of gravy.,Non Veg,[],4.4
Pudina Paratha,85,Long grain fluffy rice boiled to perfection can be paired with any choice of gravy.,Non Veg,[],2.6
Missi Roti,85,"Full, Serve 2",Non Veg,[],3.7
Missi Special Roti,95,"Rich and creamy tomato soup, perfect for a comforting meal.",Non Veg,[],3.5
Aloo Kulcha,80,Light and creamy soup with sweet corn kernels.,Non Veg,[],2.8
Onion Kulcha,76,Spicy and tangy soup with mixed vegetables.,Non Veg,[],4.1
Mixed Veg Kulcha,76,"Flavorful soup with mixed vegetables, a hint of spice, and tanginess.",Non Veg,[],4.1
Paneer Kulcha,71,Spicy and tangy vegetable soup topped with crispy noodles.,Non Veg,[],2.1
Tandoori Roti,34,Light and refreshing vegetable soup with lemon and coriander.,Veg,[],5.0
Veg Pulao.,270,Creamy mushroom soup with a rich and savory flavor.,Veg,[],3.5
Jeera Rice.,130,"Vegetable soup with noodles, offering a warm and hearty meal.",Veg,[],4.3
Plain Rice.,100,Classic chicken soup with sweet corn kernels and a light broth.,Veg,[],2.4
Steamed Rice,200,Spicy and tangy chicken soup with a rich broth.,Veg,[],3.3
Matar Pulao.,270,Chicken soup with a flavorful Peking-style broth.,Veg,[],4.4
Cream of Tomato Soup,180,Spicy chicken soup topped with crispy noodles for added crunch.,Veg,[],4.3
Veg Sweet corn Soup,180,Light and refreshing chicken soup with lemon and coriander.,Veg,[],4.8
Veg Hot & Sour Soup,180,"Warm and hearty chicken soup with noodles, perfect for cold days.",Veg,[],4.2
Veg Peking Soup(500Ml)(serves1),180,Fresh mixed greens with a light dressing.,Veg,[],3.5
Veg Manchow Soup,180,Yogurt-based side dish with crispy boondi and spices.,Veg,[],4.1
Veg Lemon Coriander Soup,180,Refreshing yogurt side dish with mixed vegetables and spices.,Veg,[],4.5
Cream Mashroom Soup,193,"Soft, spongy and delicious Indian dessert served with a generous helping of sugar syrup.",Veg,[],5.0
