item_name,price,description,dietery,features,rating
Chicken Chatpata (B/L),720,"Bhuna Gosht is a very popular preparation, wherein mutton is slow-cooked with a variety of spices, vegetables and yoghurt. 4 pcs mutton curry - serves 2-3",Veg,[],3.8
Bhatti Dum Murg,720,a very traditional rich stew with lots of spicy and a velvety rich masala gravy. 4 pcs mutton curry - serves 2-3,Veg,[],5.0
Chicken Lababdar (B/L),410,traditionally cooked in a wok . This rich mutton curry recipe is made by slow cooking. 4 pcs mutton curry - serves 2-3,Veg,[],4.7
Tikka Achari Masala,410,Mutton cooked with whole spices . 4 pcs mutton curry - serves 2-3,Veg,[],4.6
Handi Murgh,385,Delicious blend of minced meat (mutton) and peas sauteed in a thick mixture of stimulating flavors. 4 pcs mutton curry - serves 2-3,Veg,[],4.5
Chicken Curry,375,"Bhuna Gosht is a very popular preparation, wherein mutton is slow-cooked with a variety of spices, vegetables and yoghurt. 4 pcs mutton curry - serves 2-3",Veg,[],4.6
Chicken Kali Mirchi,385,mutton fry made with a lot of onions in it. 4 pcs mutton curry - serves 2-3,Veg,[],4.6
Chicken Masala,385,combines the mutton pieces along with the mutton keema or Gosht mince in it. 4 pcs mutton curry - serves 2-3,Veg,[],4.6
Chicken Do Pyaza,385,"(Shahi Andaz Korma) is a traditional gravy dish from the Mughlai cuisine. Cooked in a rich, creamy sauce. Boneless mutton curry - serves 2-3",Veg,[],4.7
Bhuna Gosht,540,Made with fresh water in mustard oil and boasts of the distinct flavor of mustard and nigella seeds. 6 pcs - serves 2-3,Non Veg,[],4.9
Handi Gosht,550,4 pcs egg burji - serves 2-3,Non Veg,[],4.5
Kadhai Mutton,540,3 pc Egg cooked in Indian Curry - serves 2-3,Non Veg,[],4.9
Khade Masale ka Gosht,550,Crisp Tandoori Roti - cut into 2,Non Veg,[],4.6
Keema Matar,520,Crisp Tandoori Roti with butter - cut into 2,Non Veg,[],4.7
Rogan Josh,530,Layered paratha - cut into 2,Non Veg,[],4.9
Mutton Do Pyaza,540,Butter spread on Naan - cut into 3,Non Veg,[],4.4
Sikandari Rarra Gosht,550,Plain Naan - cut into 3,Non Veg,[],4.8
Shahi Andaz Korma (Boneless),550,Layered paratha flavoured with pudina - cut into 2,Non Veg,[],4.4
Bengal Fish Curry,550,Layered paratha flavoured with ajwain- cut into 2,Non Veg,[],5.0
Anda Bhurji,300,Steam Cooked Basmati Rice - Serves 2-3,Non Veg,[],5.0
Egg Curry,335,Basmati Rice cooked with Jeera - Serves 2-3,Non Veg,[],4.8
Tandoori Roti,45,Basmati Rice cooked with Matar Serves 2-3,Non Veg,[],4.6
Butter Roti,55,Basmati Rice cooked with Paneer - Serves 2-3,Non Veg,[],4.5
Lachha Paratha,95,Steam Cooked Basmati Rice tossed with Jeera - Serves 2-3,Non Veg,[],4.4
Missi Roti (Seasonal),95,Assorted Vegetables cooked in flavourful spices with Basmati Rice with raita and papad - Serves 2-3 (650 ML),Non Veg,[],4.6
Naan - Butter,110,3 pcs of Chicken cooked in flavourful spices with Basmati Rice with raita - Serves 2-3( 650 ML),Non Veg,[],4.9
Naan - Plain,100,4 pcs of Mutton cooked in flavourful spices with Basmati Rice with raita and papad - Serves 2-3,Non Veg,[],4.9
Pudina - Paratha,90,(2pcs Butter Naan + 2pcs Tandoori Roti+2 pcs Lachha Paratha + 2pcs Missi Roti),Non Veg,[],4.2
Stuff Naan (Aloo Masala),110,2 Pcs,Non Veg,[],5.0
Garlic Naan,115,"Fresh  Lime Soda are made with lemons, soda, sugar, and mint leaves.300 ML",Non Veg,[],4.6
Stuffed Kulcha (Aloo),110,"Fresh  Lime Soda are made with lemons, soda, sugar, and mint leaves.300 ML",Non Veg,[],3.6
Stuffed Kulcha (Onion),110,Lemon Ice Tea.300 ML,Non Veg,[],5.0
Stuffed Kulcha (Paneer),115,Peach Ice Tea.300 ML,Non Veg,[],3.5
Ajwain - Paratha,90,"Non-alcoholic drink made from mint leaves, lemon juice and sweetened to taste.300 ML",Non Veg,[],4.6
Plain Rice,260,"Non-alcoholic drink made from mint leaves, lemon juice and sweetened to taste.300 ML",Non Veg,[],4.3
Pulao (Jeera),310,"Non-alcoholic drink made from mint leaves, lemon juice and sweetened to taste.300 ML",Veg,[],5.0
Pulao (Matar),315,"Non-alcoholic drink made from mint leaves, lemon juice and sweetened to taste.300 ML",Veg,[],4.9
Pulao (Paneer),320,This peach blossom is a refreshing twist with peach and herbs.300 ML,Veg,[],4.3
Jeera Rice,275,"It's a sweet, lemony drink with added booze that is sure to cool you down.300 ML",Veg,[],4.8
Veg Dum Biryani,415,"blue Curaçao syrup, lemon juice, and a lemon-lime soda.300 ML",Veg,[],5.0
Chicken Biryani,440,"Masala lime Soda made with lemons, soda, sugar, spices and herbs.300 ML",Veg,['Best Seller'],4.1
Mutton Biryani,450,Beverage that has a mixture of Pinnaple juices and coconut water.300 ML,Veg,[],4.5
Paneer Party Pack (1500ML),1200,"Cold coffee is a frothy, creamy milkshake-style chilled coffee drink.300 ML",Veg,[],4.5
Dal Party Pack (1500ML),950,"Cold coffee is a frothy, creamy milkshake-style chilled coffee drink with Vanila flavour icecream.300 ML",Veg,[],4.3
Choice of Rice Party Pack,820,"Combine ice cream, milk, and chocolate sauce.300 ML",Veg,[],4.8
Bread Basket,600,"Cool and tempting fruit drink prepared by simply blending ripe mango extract, milk and sugar.300 ML",Veg,[],4.8
